date,Calories Burned (kCal),Distance (km),Workout Time (seconds),Avg Pace (min/km),Max Pace (min/km),Avg Speed (km/h),Steps,Notes,Link,weight
2020-05-21,445,5.87339748864,2045,5.802997991728306,4.689283335321721,10.33948802304,5495.0,"hot, not quick but also not unenjoyable",http://www.mapmyfitness.com/workout/4314780526,72.14754098360656
2020-05-24,448,5.91284251008,2055,5.792484391155651,4.62911596277738,10.35825297408,5523.0,"a bit slow, painful in chest at times, perhaps to be expected after eating meat on friday",http://www.mapmyfitness.com/workout/4326859261,72.09836065573771
2020-05-26,553,7.257288487680001,2558,5.874548884514435,4.705650252525253,10.2135407616,6864.0,"tough but well done, at least you made it and pushed hard at end which will help next time",http://www.mapmyfitness.com/workout/4334155240,72.06557377049181
2020-05-28,480,6.4181443392,2103,5.461082279487791,4.607193987115247,10.9868305536,5690.0,"good personal win, as I pushed myself to feeling sick at end. that means I pushed hard and it will be easier next time. also I think I was low on fuel as I seemed to loose it on final third",http://www.mapmyfitness.com/workout/4342593244,72.0327868852459
2020-05-30,439,5.884501962240001,1941,5.497500845064821,4.0445920822397206,10.914056017919998,5247.0,"decent effort, lagging towards end but decent time overall",http://www.mapmyfitness.com/workout/4350841009,72.0
2020-05-31,810,10.35788282496,3912,6.294738725841087,4.529622007476338,9.53179045632,10421.0,"first time ibe gone that distance in a while, not too bad",http://www.mapmyfitness.com/workout/4353463816,71.97058823529412
2020-06-02,457,5.90167366272,2177,6.147964636522707,5.018448510697525,9.75931951104,5814.0,"not bad, wanted to do a quick one but apparently that takes longer than marina, shit",http://www.mapmyfitness.com/workout/4362328744,71.91176470588235
2020-06-05,566,7.352963988480001,2666,6.042915622763063,2.9063891871470613,9.928976555519998,7132.0,"a bit, feeling a little empty for some reason. oh well, distance is important thing and that was good",http://www.mapmyfitness.com/workout/4371631927,71.82352941176471
2020-06-07,480,6.423680482560001,2071,5.37334466714388,4.714318380656963,11.16622412928,5614.0,wet,http://www.mapmyfitness.com/workout/4378198405,71.76470588235294
2020-06-09,443,5.925556327680001,1901,5.346899109202259,4.430867483894058,11.22145681536,5156.0,that looked and felt like a very good time. well done. you dont have to push hard everytime but it's good ince in a while,http://www.mapmyfitness.com/workout/4385802337,71.70588235294117
2020-06-12,557,7.24274001792,2625,6.04052334367295,4.7520853217211485,9.93290335488,7023.0,"good distance and not too m8ch push, legs felt heavy from start, grew into it, really its covering the distance and not getting injured that's most important",http://www.mapmyfitness.com/workout/4396269271,71.61764705882354
2020-06-16,493,6.346753839360001,2364,6.207902101725921,4.881243537739601,9.66510851328,6307.0,"abysmal attempt, felt like a useless waste of space",http://www.mapmyfitness.com/workout/4410690208,71.5
2020-06-18,548,7.25044877568,2510,5.769754632943609,4.344248339696174,10.39904984448,6749.0,"I think that's one of my better times actually, got a stitch at saltdean which slowed things a bit, but it went away",http://www.mapmyfitness.com/workout/4417758712,71.44117647058823
2020-06-20,796,10.35954044928,3740,6.016998230334845,4.4467745864153345,9.971752919039998,10010.0,"not bad, still lacking a bit of fitness as was tough on final leg",http://www.mapmyfitness.com/workout/4424117878,71.38235294117646
2020-06-21,447,5.88200747904,2058,5.831338731806251,4.319834665553169,10.28922820992,5527.0,"good, kept to enjoyable pace but now I think that might be the secret, feeling good",http://www.mapmyfitness.com/workout/4427002954,71.3529411764706
2020-06-23,477,6.3808558387200005,2103,5.492995903921101,4.696360753201304,10.923003970559998,5686.0,"good, hard work but not too bad, got real hard towards end. was hot though.",http://www.mapmyfitness.com/workout/4433521597,71.29411764705883
2020-06-25,446,5.850013720320001,2072,5.90312574564543,4.841034607889923,10.16410171392,5557.0,,http://www.mapmyfitness.com/workout/4440576439,71.23529411764706
2020-06-27,443,5.92169390208,1997,5.6205820508231925,4.29077313489223,10.67505234048,5385.0,"not bad, felt a bit heavy probably due to low carbs",http://www.mapmyfitness.com/workout/4446368038,71.17647058823529
2020-06-30,447,5.89145432832,2060,5.827647786924362,4.110395291497653,10.295746053119998,5533.0,think I was low on carbs cuz it got hard halfway round,http://www.mapmyfitness.com/workout/4455939487,71.08823529411765
2020-07-02,532,6.97162992768,2470,5.904890439831385,4.488673645907897,10.1610761472,6624.0,"I think that was a decent one. a balance, fairly quick but not too taxing, probably helped having some carbs earlier.",http://www.mapmyfitness.com/workout/4462726702,71.02941176470588
2020-07-04,482,6.38380093824,2196,5.733255289111588,4.578424500914658,10.46525825664,5909.0,"a bit slow that, but it was really windy and I enjoyed it",http://www.mapmyfitness.com/workout/4468673503,71.02553191489362
2020-07-07,548,7.23018713472,2519,5.806670295474429,4.411592549510857,10.33293799296,6768.0,"good run, good effort, good pace, the pre workout bar probs helped feel energetic",http://www.mapmyfitness.com/workout/4477390090,71.10212765957446
2020-07-09,462,5.96490478848,2193,6.127509096874253,3.798535303825658,9.79190872704,5858.0,it was a bit hard today as was first thing in morning before any food. I was lacking carbs so ended up drawing more breath.,http://www.mapmyfitness.com/workout/4481990530,71.1531914893617
2020-07-10,423,5.59218071808,1939,5.778901216893343,4.4094301777618705,10.3826023488,5213.0,"not bad, not bad, you ate curry last night but have pretty much bounced back, decent run.",http://www.mapmyfitness.com/workout/4486412971,71.17872340425532
2020-07-14,532,6.84659999232,2542,6.1879871550147145,4.584402091783981,9.6962171328,6784.0,slow and got a stitch but that's definitely due to bad eating for last couple of days.,http://www.mapmyfitness.com/workout/4497758395,71.28085106382979
2020-07-16,480,6.43666788864,2041,5.28482412709775,4.575398423208462,11.35326208896,5543.0,did that as quick as I could and now I feel sick. that means I defo pushed it hard,http://www.mapmyfitness.com/workout/4504237945,71.33191489361703
2020-07-23,580,7.6599141696,2662,5.792061858744929,3.871751471406983,10.35900936576,7154.0,not too bad considering I have eaten so poor last week or so,http://www.mapmyfitness.com/workout/4524785089,71.51063829787235
2020-07-26,1022,12.9414593088,5015,6.458594309234073,3.917969060685597,9.28998652032,13325.0,"good I guess, tried tomake ir manageable fir legs, good distance",http://www.mapmyfitness.com/workout/4532045347,71.58723404255319
2020-07-28,461,6.148756247040001,2073,5.619016195418754,4.485106975264455,10.67801353344,5590.0,,http://www.mapmyfitness.com/workout/4545288208,71.63829787234043
2020-07-30,546,6.90031989504,2693,6.504513640340412,4.569899288157162,9.22434137856,7150.0,"very hot but decent, slightly empty feeling but ok",http://www.mapmyfitness.com/workout/4545287557,71.68936170212766
2020-07-30,550,7.238089013760001,2533,5.8325690467668805,4.170836067366579,10.28705559552,6802.0,,http://www.mapmyfitness.com/workout/4545288490,71.68936170212766
2020-08-01,988,12.992781288960002,4570,5.862227093772369,3.900061142925316,10.23500941056,12266.0,"goid run. despite feeling low energy today due to stomach upset, just goes to show how mind can conquer",http://www.mapmyfitness.com/workout/4550770441,71.7404255319149
2020-08-04,578,7.59610368,2667,5.851682424640102,4.025155591346536,10.25346858624,7160.0,"good run, glad you did it, after bad couple of days, you got out there and are a winner and feeling good for it",http://www.mapmyfitness.com/workout/4559674627,71.81702127659575
2020-08-06,479,6.406814557440001,2091,5.439526912829078,3.665518372703412,11.03037940224,5660.0,"very hot so dodnt go the extra I planned, still not bad run",http://www.mapmyfitness.com/workout/4565983861,71.86808510638298
2020-08-08,990,13.04257439232,4557,5.823236051459476,3.684513690050107,10.30355137152,12240.0,good run considering it is 30 degrees. I saw lots of beautiful color,http://www.mapmyfitness.com/workout/4571714194,71.91914893617022
2020-08-11,557,7.297988797440001,2595,5.9262842499801165,1.3333320905909487,10.124383104,6957.0,"good, too hot, but not bad",http://www.mapmyfitness.com/workout/4580162914,71.99574468085106
2020-08-13,84,1.114910070912,383,5.7254260120893985,4.947065388133301,10.4795653248,1031.0,,http://www.mapmyfitness.com/workout/4585854664,72.0468085106383
2020-08-13,459,5.7511195315200005,2291,6.63928905193669,3.850780193668973,9.0371102976,6071.0,"heart palpitations so bit so good, had to stop and walk",http://www.mapmyfitness.com/workout/4585946965,72.0468085106383
2020-08-15,974,12.35585121408,4763,6.424729579257138,4.609350145152311,9.33887839104,12662.0,"goid, slightly high heart rate so had to slow, need to watch caffeine intake. short term gains not worth it for potential long term damage",http://www.mapmyfitness.com/workout/4591538299,72.09787234042554
2020-08-15,1004,13.05985874688,4727,6.032476586733476,4.543801698083194,9.946164349439998,12648.0,,http://www.mapmyfitness.com/workout/4591532704,72.09787234042554
2020-08-16,51,0.681290032896,226,5.528724747474747,3.997759335480792,10.852402049279998,611.0,,http://www.mapmyfitness.com/workout/4600078342,72.12340425531916
2020-08-17,52,0.667670154624,244,6.090835769108407,4.356160025451364,9.8508750912,652.0,,http://www.mapmyfitness.com/workout/4600078543,72.14893617021276
2020-08-18,577,7.60818985344,2650,5.805147936053448,4.540085898353615,10.33565778432,7120.0,,http://www.mapmyfitness.com/workout/4600078684,72.17446808510638
2020-08-18,564,7.26762047616,2696,6.182668217609162,4.800372077069912,9.70455353472,7195.0,"good run, decent better for less caffeine today",http://www.mapmyfitness.com/workout/4600080835,72.17446808510638
2020-08-20,983,13.15418239872,4409,5.5863134295713035,3.2669708900023857,10.74053654784,11898.0,"great run felt like fast pace, Wilson was hard but dowble",http://www.mapmyfitness.com/workout/4606133806,72.18076923076923
2020-08-22,956,12.53452058496,4441,5.905027141493677,4.067365336435218,10.1608347456,11910.0,"good run, but why is the distance so different each time? still I think I covered the ground well today",http://www.mapmyfitness.com/workout/4611387289,72.1423076923077
2020-08-25,311,4.28344608384,1268,4.9337307623478885,4.002562534796787,12.161184963839998,3473.0,,http://www.mapmyfitness.com/workout/4638542851,72.08461538461539
2020-08-30,1001,12.33724719744,5110,6.903185397279885,3.658838632386861,8.69160023424,13490.0,"painful in the chest, but that's the price of getting back on track",http://www.mapmyfitness.com/workout/4638543475,71.98846153846154
2020-08-30,892,11.3558531328,4334,6.360914757814364,4.50328829634932,9.43263877248,11533.0,,http://www.mapmyfitness.com/workout/4638543709,71.98846153846154
2020-08-30,63,0.8444598117120001,284,5.605159617831862,4.44207702020202,10.704422868479998,766.0,,http://www.mapmyfitness.com/workout/4638543832,71.98846153846154
2020-09-01,545,7.168002082560001,2519,5.85704485802911,3.772474996023224,10.24407001728,6762.0,"good run, well done, fine pace",http://www.mapmyfitness.com/workout/4639760209,71.95
2020-09-03,500,6.694001994240001,2133,5.310722878390201,3.8473129424162886,11.29790065536,5790.0,"good effort, you pushed hard, despite some hard winds, well done mate",http://www.mapmyfitness.com/workout/4644423157,71.91153846153847
2020-09-05,966,12.76417397376,4421,5.772668863835202,4.455138242662849,10.393803383039998,11886.0,,http://www.mapmyfitness.com/workout/4649963506,71.87307692307692
2020-09-05,949,12.366199296,4446,5.992137168933428,4.698740604867573,10.01311305984,11905.0,"smashed it, bit of knee pain but nothing you cant handle, that's like 1000 less calories on your body",http://www.mapmyfitness.com/workout/4649964274,71.87307692307692
2020-09-08,562,7.52482583424,2522,5.585946820567884,3.99500666109918,10.74122856576,6806.0,good run,http://www.mapmyfitness.com/workout/4657911079,71.81538461538462
2020-09-10,492,6.6604632652800015,2054,5.13978366340571,4.270218175853018,11.67363419904,5597.0,,http://www.mapmyfitness.com/workout/4668099841,71.77692307692308
2020-09-10,484,6.47458403328,2082,5.3594135250139185,4.511515250934542,11.19525669504,5645.0,"really pushed harddespite feeling low on glucose, felt a bit sick at end",http://www.mapmyfitness.com/workout/4663299625,71.77692307692308
2020-09-12,926,11.72120640768,4539,6.454120436649965,4.0868453233118585,9.29640780288,12061.0,"very nice and enjoyable, peace and quiet, lovely.",http://www.mapmyfitness.com/workout/4668483445,71.73846153846154
2020-09-13,452,6.13499635584,1877,5.099158414857234,3.739411834884275,11.766638188799998,5120.0,"good job. that must be the fastest yet on that route, great work, probably caffeine and yesterdays carbs, but no heart attack which is good",http://www.mapmyfitness.com/workout/4670976088,71.71923076923078
2020-09-15,575,7.614900817920001,2627,5.749914250775472,3.896500685993796,10.43493821568,7616.0,"Good job, felt very empty so slow, and it was hot, but ultimately well done you smashed it",http://www.mapmyfitness.com/workout/4675210081,70.2
2020-09-17,487,6.642921415680001,2004,5.024711932315278,3.7892271633659425,11.940994517759998,5989.0,"Probably fastest run ever. Shame I didnt break the sub 5 min avg, but was close",http://www.mapmyfitness.com/workout/4682450707,70.55
2020-09-19,1051,13.21659275904,5203,6.560250636284101,3.785859331504016,9.14603069952,14147.0,"Good run, maybe last on that route for a while :(.. took a wrong turn into a field which is why it took so long",http://www.mapmyfitness.com/workout/4687808215,69.8
2020-09-24,500,6.70357759104,2121,5.272887586494869,3.4366922174500916,11.37896331264,6096.0,"Not bad considering you had an awful 4 days. Well done for getting back on the horse, you will feel better",http://www.mapmyfitness.com/workout/4701629257,71.63333333333333
2020-09-26,1026,13.493560861440002,4738,5.851943400540842,3.544021663485246,10.25300187648,13686.0,,http://www.mapmyfitness.com/workout/4706791483,71.0
2020-09-29,448,6.121799735040001,1834,4.988206374771335,3.914371321482542,12.028365803519998,5458.0,,http://www.mapmyfitness.com/workout/4714754227,71.04054054054055
2020-09-30,123,1.5411206891520002,610,6.596911536626103,0.0,9.0951271488,1572.0,,http://www.mapmyfitness.com/workout/4720080157,71.05405405405405
2020-10-01,443,6.0435051494400005,1820,5.017354897399189,3.826608854290941,11.95850418048,5409.0,,http://www.mapmyfitness.com/workout/4720119013,71.06756756756756
2020-10-05,122,1.5824792206080005,574,6.045363825260479,0.0,9.92496928896,1512.0,,http://www.mapmyfitness.com/workout/4735651075,71.12162162162163
2020-10-06,1052,13.72636856448,4923,5.977373389405869,3.9324097271931913,10.03784867712,13522.0,,http://www.mapmyfitness.com/workout/4735926829,71.13513513513513
2020-10-07,189,2.52195470208,804,5.313326423685675,0.0,11.292364512,2288.0,,http://www.mapmyfitness.com/workout/4742499544,71.14864864864865
2020-10-07,179,2.4648390835200003,727,4.915804203451841,0.0,12.20553848448,2136.0,,http://www.mapmyfitness.com/workout/4742499610,71.14864864864865
2020-10-08,492,6.69842769024,2030,5.046503420027042,3.634300684005408,11.88941504256,6076.0,,http://www.mapmyfitness.com/workout/4742547025,71.16216216216216
2020-10-10,139,1.7863074662400005,665,6.2029435596118665,4.4168369223733395,9.67281727104,1759.0,,http://www.mapmyfitness.com/workout/4748269264,71.1891891891892
2020-10-10,886,11.62749430656,4107,5.88477044062674,4.118404766165593,10.19580579072,11299.0,,http://www.mapmyfitness.com/workout/4748366722,71.1891891891892
2020-10-12,184,2.5758677260800003,743,4.80743706752565,0.0,12.48065584128,2156.0,,http://www.mapmyfitness.com/workout/4754704804,71.21621621621621
2020-10-12,209,2.7893954880000003,893,5.322777479519605,3.649841177523264,11.27231208576,2408.0,,http://www.mapmyfitness.com/workout/4754746984,71.21621621621621
2020-10-13,487,6.81570058752,1960,4.79248687664042,3.910786009703332,12.51960196608,5968.0,,http://www.mapmyfitness.com/workout/4756489144,71.22972972972973
2020-10-14,158,2.11501597824,679,5.349316243140062,3.9987473156764497,11.21638738176,1893.0,,http://www.mapmyfitness.com/workout/4759393807,71.24324324324324
2020-10-15,479,6.4581204441599995,2011,5.189269665155491,1.0216709417004692,11.56231587456,6090.0,,http://www.mapmyfitness.com/workout/4762484662,71.25675675675676
2020-10-15,485,6.675156576000001,1976,4.933724548635966,0.0,12.161201057279998,6058.0,,http://www.mapmyfitness.com/workout/4765195954,71.25675675675676
2020-10-16,331,4.410777381120001,1494,5.64230518770381,3.9616203869402686,10.63394969472,4058.0,,http://www.mapmyfitness.com/workout/4765253653,71.27027027027027
2020-10-17,1100,14.705316426240003,4694,5.320205002783743,3.694082806410562,11.277767761919998,13942.0,,http://www.mapmyfitness.com/workout/4767975640,71.28378378378379
2020-10-20,490,6.89262723072,1969,4.7583114610673665,3.4858364650441422,12.60951601536,5968.0,,http://www.mapmyfitness.com/workout/4776676627,71.32432432432432
2020-10-21,191,2.59073806464,793,5.102687803229142,3.864736190646623,11.7585110016,2246.0,,http://www.mapmyfitness.com/workout/4779282940,71.33783783783784
2020-10-22,139,1.7833623667200005,663,6.185427105702696,3.3023766205360694,9.70022439936,1699.0,,http://www.mapmyfitness.com/workout/4781707858,71.35135135135135
2020-10-22,456,6.394197300480001,1830,4.769757118428378,3.674994283385031,12.57924425472,5720.0,,http://www.mapmyfitness.com/workout/4781788870,71.35135135135135
2020-10-24,997,12.90479845248,4719,6.094222242106101,3.700489143402529,9.845387228159998,13409.0,,http://www.mapmyfitness.com/workout/4786777882,71.37837837837837
2020-10-29,505,6.77371280256,2144,5.277143979161695,3.6781632764654417,11.36979005184,6421.0,"Poor pace. Shows how badly a few days of bad eating can affect you, you are also looking fat. Sort it out.",http://www.mapmyfitness.com/workout/4798507870,71.44594594594595
2020-10-30,194,2.60060334336,823,5.272831663087568,4.028958383043029,11.37907596672,2310.0,,http://www.mapmyfitness.com/workout/4803948733,71.45945945945945
2020-10-31,984,13.41708483456,4050,5.030851079694584,3.6281180406426463,11.92641386112,12356.0,,http://www.mapmyfitness.com/workout/4804246144,71.47297297297297
2020-11-03,134,1.752575616,628,5.970631511970095,3.429794997216258,10.04919455232,1658.0,,http://www.mapmyfitness.com/workout/4815251257,71.5
2020-11-03,475,6.49251212544,1950,5.003833860256104,3.671831504016543,11.990819808,6029.0,,http://www.mapmyfitness.com/workout/4815350956,71.5
2020-11-04,342,4.3960840704,1641,6.216383818499961,3.6876951105543623,9.6518797056,4184.0,,http://www.mapmyfitness.com/workout/4819721161,71.5
2020-11-05,496,6.69617460864,2078,5.171467380497893,3.8929464427741984,11.60211495168,6173.0,,http://www.mapmyfitness.com/workout/4829897434,71.5
2020-11-07,972,13.2931009728,3980,4.990275540841485,3.7758117593255385,12.02337683712,12258.0,"Good effort, fastest yet I think. Hard though. Probably having some cheese last night didnt help",http://www.mapmyfitness.com/workout/4847861905,71.5
2020-11-09,272,3.63750368256,1176,5.386449385588165,4.106511721546171,11.13905840256,3302.0,,http://www.mapmyfitness.com/workout/4870039033,71.5
2020-11-10,510,6.771926430720001,2314,5.694891831702855,4.340451761711605,10.53576361728,6627.0,,http://www.mapmyfitness.com/workout/4883698894,71.5
2020-11-24,502,6.70510646784,2251,5.595161755348763,4.439821442774199,10.7235418752,6449.0,"Awful, but first run after Covid. So well done mate",http://www.mapmyfitness.com/workout/5016884962,71.5
2020-11-26,503,6.76038743424,2128,5.245876580768313,3.7758117593255385,11.437559527679998,6329.0,"Shaved two mins off, still slow",http://www.mapmyfitness.com/workout/5027120737,71.5
2020-11-28,168,2.1537367948800004,806,6.237199753439911,0.0,9.61967673216,2160.0,,http://www.mapmyfitness.com/workout/5043420001,71.5
2020-11-29,998,13.348188817920002,4342,5.419804591187464,3.4380903026326255,11.07050034816,12664.0,,http://www.mapmyfitness.com/workout/5043966130,71.5
2020-12-03,503,6.73000301952,2251,5.572817247275908,3.7758117593255385,10.76655964032,6338.0,Still shit time but maybe getting slightly easier,http://www.mapmyfitness.com/workout/5063109190,71.5
2020-12-04,349,4.47894919296,1677,6.239623101089637,3.854259872345502,9.61597524096,4174.0,,http://www.mapmyfitness.com/workout/5068571212,71.5
2020-12-06,1001,13.37838011136,4302,5.358860504652827,3.719851069752644,11.19641542272,12867.0,"Slightly better, hard on the energy",http://www.mapmyfitness.com/workout/5079441751,71.5
2020-12-08,399,5.414493047040001,1657,5.100736697685517,3.606649665950847,11.7630171648,4928.0,Good push on the lungs,http://www.mapmyfitness.com/workout/5090963461,71.5
2020-12-09,134,1.79770162176,568,5.265990366261035,0.0,11.393865838079998,1700.0,,http://www.mapmyfitness.com/workout/5102420389,71.5
2020-12-09,76,1.074829358592,306,4.7449333392984965,0.0,12.64506642432,910.0,,http://www.mapmyfitness.com/workout/5102420485,71.5
2020-12-09,164,2.12697340416,772,6.049290891195419,0.0,9.91851581952,2190.0,,http://www.mapmyfitness.com/workout/5102420629,71.5
2020-12-10,484,6.69741380352,1960,4.876980931360853,3.3595800524934383,12.30269458176,6022.0,"Good, hard of course, a bit of a test, but proof Im nearly back to pre-corona.",http://www.mapmyfitness.com/workout/5102570851,71.5
2020-12-12,889,11.90000452608,3986,5.581820915851427,3.9360385349558578,10.749178725119998,11697.0,"Shit time and pace, had some beer lack a f sleep and heartache",http://www.mapmyfitness.com/workout/5115380623,71.5
2020-12-15,481,6.445744588800001,2045,5.284799272250059,0.2413853097908216,11.35331036928,6030.0,Not bad considering circumstances,http://www.mapmyfitness.com/workout/5136508198,71.5
2020-12-19,446,5.97293541504,1976,5.510655273204486,4.0137969259524375,10.88800073856,5847.0,"Not sure why its so slow, felt quite fast, oh well, at least Im in teaching Ning zone",http://www.mapmyfitness.com/workout/5161905502,71.5
2020-12-27,968,12.75982874496,4448,5.808142945200032,3.7758117593255385,10.33033085568,12913.0,"A good effort, you never really slacked, so thats good",http://www.mapmyfitness.com/workout/5212243816,71.5
2020-12-29,24,0.300860423424,121,6.702979599141016,0.0,8.95120351488,298.0,,http://www.mapmyfitness.com/workout/5227412995,70.7
2020-12-29,450,6.024933319680001,2015,5.573693380656962,4.059623051379941,10.76485373568,5741.0,,http://www.mapmyfitness.com/workout/5221547926,70.7
2020-12-31,473,6.546907952640001,1916,4.877173556430446,3.594495645430684,12.30219568512,5726.0,PB marina run!,http://www.mapmyfitness.com/workout/5227519459,70.8
2021-01-02,981,12.973871496960005,4487,5.76282013043824,3.9036278135687583,10.4115705408,12920.0,,http://www.mapmyfitness.com/workout/5249301217,73.4
2021-01-07,449,5.888750630400001,2084,5.894942287043665,4.314124264296509,10.1782156608,5977.0,"Slow, but good for getting back on it, and only two hours after eating",http://www.mapmyfitness.com/workout/5311606519,71.64999999999999
2021-01-09,1059,13.955861018880002,4877,5.823043426389884,3.61275774477054,10.30388933376,13746.0,"Nice new circuit, good views, not quick but ok there was mud",http://www.mapmyfitness.com/workout/5322465220,71.5
2021-01-12,439,5.890295600640001,1864,5.272788167104112,3.5674473574325933,11.3791886208,5531.0,"Decent pace for that route I think, but most importantly you didnt try to worry about the pace, rather your co2 level, you were thinking about % capacity and trying to keep it round 80%",http://www.mapmyfitness.com/workout/5341572088,70.94999999999999
2021-01-14,482,6.49138558464,2029,5.209041696492483,3.98754399308041,11.51842906368,5970.0,"It was windy on way out so I think it was a good time, certainly maxed out on finish",http://www.mapmyfitness.com/workout/5350503649,70.8
2021-01-16,437,5.93202589056,1816,5.104172880378589,3.649841177523264,11.755083098879998,5432.0,"Decent pace there, well done. Good work all round, now lets keep diet good for three months",http://www.mapmyfitness.com/workout/5359905205,71.8
2021-01-19,491,6.66728688384,2031,5.076285741270977,3.914371321482542,11.8196660736,5931.0,"Reasonable pace, windy, not too hard, 90%",http://www.mapmyfitness.com/workout/5372882413,70.05
2021-01-22,478,6.485994282240001,1981,5.090496500437445,3.8929464427741984,11.786674521599998,5774.0,"Damn, I thought that was gonna be under 5",http://www.mapmyfitness.com/workout/5384940136,70.89999999999999
2021-01-24,996,13.213116576,4537,5.721648075240594,3.8163375884832575,10.486485504,12954.0,,http://www.mapmyfitness.com/workout/5395124248,70.1
2021-01-26,443,5.917091178240001,1900,5.347122802831463,3.8473129424162886,11.2209901056,5574.0,,http://www.mapmyfitness.com/workout/5405056795,70.0
2021-01-28,470,6.498788567040001,1907,4.888451443569554,3.7691382327209095,12.2738229504,5740.0,"Wow! That was my fastest on that route, maybe no music is helpful, I defo pushed hard at the end there, keeping it sensible in the first half",http://www.mapmyfitness.com/workout/5418106984,70.3
2021-01-30,973,13.01402462976,4366,5.591247116837668,3.466014724011771,10.73105751168,12814.0,"Fairly slow after bad food yesterday, at least Im ready to get back on it now",http://www.mapmyfitness.com/workout/5426350759,71.73333333333333
2021-02-02,441,5.89869637632,1914,5.405003529388372,3.864736190646623,11.10082038912,5555.0,"Well done for getting back to it, although slow I feel you pushed nicely",http://www.mapmyfitness.com/workout/5438543350,70.8
2021-02-04,473,6.567845518080001,1916,4.859489332299372,3.4436391473793044,12.34698372864,5788.0,"Woo! Fastest on that route, I think that was considering the wind!",http://www.mapmyfitness.com/workout/5446311568,70.9
2021-02-06,967,12.8591413632,4375,5.668937157003102,3.914371321482542,10.58399565696,12744.0,"Decent steady pace there, slightly painful knees towards end though",http://www.mapmyfitness.com/workout/5452850860,71.9
2021-02-09,444,5.96627273088,1872,5.228577606776426,3.8929464427741984,11.47539520512,5531.0,,http://www.mapmyfitness.com/workout/5464723090,71.2
2021-02-11,476,6.53139387648,1941,4.952999483019168,3.674994283385031,12.11387025024,5761.0,"Slower than last time I did this route, Im not sure if the way round makes a difference. But I reckon my low carb and calorie intake impacted it. You have to reach deeper with breath.",http://www.mapmyfitness.com/workout/5470763086,70.0
2021-02-13,1250,16.251960384,5888,6.037553189374055,4.207757943609321,9.93779576064,16770.0,"That might be longest run, but goddam unpleasant on way back from marina, blistered toes, muscle pain and cold",http://www.mapmyfitness.com/workout/5476678393,70.5
2021-02-16,445,5.924606814720001,2014,5.662735872504572,4.051918048596198,10.59558293376,5763.0,Slow but thats to be expected with unhealthy food yesterday,http://www.mapmyfitness.com/workout/5486228863,71.9
2021-02-18,481,6.467390265600001,2036,5.246876988387815,3.700489143402529,11.43537081984,5864.0,"Into wind so slow, not bad. Dont worry about slowness just be happy you ran",http://www.mapmyfitness.com/workout/5492012206,71.3
2021-02-20,967,12.95089006464,4294,5.525127008271694,3.7892271633659425,10.85948316288,12424.0,Reasonable time there.,http://www.mapmyfitness.com/workout/5497208161,71.2
2021-02-23,483,6.593160499200001,1987,5.022294798377475,4.0137969259524375,11.94673987584,5844.0,,http://www.mapmyfitness.com/workout/5508283840,71.9
2021-02-25,584,7.81350996096,2570,5.479835262069513,4.17481905670882,10.94923627776,7322.0,,http://www.mapmyfitness.com/workout/5519175283,69.8
2021-02-27,68,0.8699904449280002,399,7.643735584188339,0.0,7.849527079679999,982.0,,http://www.mapmyfitness.com/workout/5519460973,70.8
2021-02-27,882,11.691900253440002,4016,5.72443803189374,3.736137208701185,10.48138388352,11610.0,,http://www.mapmyfitness.com/workout/5519343316,70.8
2021-03-02,572,7.74651297024,2388,5.137037202736022,4.162602899069435,11.67987845376,7098.0,,http://www.mapmyfitness.com/workout/5529425980,71.0
2021-03-02,450,6.0251425344000005,1957,5.41188210848644,3.97639038017975,11.086722535679998,5714.0,Reaction run. Shouldnt have eaten all dem bonbons in car,http://www.mapmyfitness.com/workout/5531797861,71.0
2021-03-04,471,6.45116807808,1927,4.975965362284259,3.484376242742385,12.057961639679998,5748.0,"Good time there,  dry happy with that run",http://www.mapmyfitness.com/workout/5537653225,70.1
2021-03-07,1236,15.69234319488,6033,6.407704008589835,4.367108585858586,9.36375884928,16666.0,"Good route that, It was tough going and slow on the hills but being up there on the downs  it filled my heart with joy, I loved it, great weather too which helped",http://www.mapmyfitness.com/workout/5547340327,69.4
2021-03-11,381,5.092624247040001,1663,5.436401415732124,1.6643551658315436,11.0367202176,4826.0,,http://www.mapmyfitness.com/workout/5560037134,68.3
2021-03-11,378,5.06286747648,1609,5.296729599141016,0.0,11.32773789312,4778.0,,http://www.mapmyfitness.com/workout/5572303621,68.3
2021-03-27,1306,16.3708909056,7264,7.394876421697288,4.309762238527002,8.11373308416,17750.0,,http://www.mapmyfitness.com/workout/5612822437,68.5
2021-03-30,955,12.61714430592,4371,5.772786924361728,3.3916241648771175,10.39359416832,12484.0,"Nice run, hot sun, beautiful countryside",http://www.mapmyfitness.com/workout/5620833985,68.2
2021-04-01,385,5.05000881792,1790,5.909159259922054,4.028958383043029,10.15372144512,4827.0,"Ive route, shame o got a little oat",http://www.mapmyfitness.com/workout/5628847567,68.75
2021-04-03,946,12.6656982144,4206,5.53336639028076,3.957948083194146,10.84330925568,12260.0,"Good run, decent effort, not bad legs",http://www.mapmyfitness.com/workout/5634121846,68.7
2021-04-06,981,12.84180872832,4561,5.918759444842122,4.118404766165593,10.137257856,12901.0,,http://www.mapmyfitness.com/workout/5644608172,69.6
